date,shift,machine_id,planned_minutes,actual_run_minutes,downtime_minutes,ideal_cycle_time_seconds,total_count,good_count,downtime_reason
2024-06-27,C,Line-4,480.0,442.0,38.0,39.91,648,589,setup
2024-06-28,C,Line-1,480.0,458.0,22.0,30.17,950,914,material_shortage
2024-06-28,B,Line-2,480.0,386.8,93.2,34.31,690,643,operator_break
2024-06-28,C,Line-3,480.0,438.9,41.1,24.5,1123,1067,operator_break
2024-06-28,C,Line-4,480.0,432.3,47.7,39.73,639,578,power_outage
2024-06-29,A,Line-1,408.0,345.8,62.2,29.95,711,687,setup
2024-06-29,B,Line-2,408.0,283.4,124.6,34.72,484,427,maintenance
2024-06-29,A,Line-3,408.0,323.7,84.3,24.69,803,752,operator_break
2024-06-29,A,Line-4,408.0,320.3,87.7,40.0,502,479,power_outage
2024-06-30,C,Line-1,408.0,343.6,64.4,29.54,719,706,operator_break
2024-06-30,B,Line-2,408.0,286.4,121.6,35.34,473,421,maintenance
2024-06-30,B,Line-3,408.0,306.9,101.1,25.2,703,653,breakdown
2024-06-30,A,Line-4,408.0,331.5,76.5,40.18,511,476,maintenance
